20,615,-736
37,615,-736
30,615,-736
41,615,-736
32,615,-736
33,615,-736
-43,615,-736
-24,615,-736
-29,615,-736
-57,615,-736
-46,615,-736
-58,615,-736
7,615,-736
38,615,-736
104,615,-736
85,615,-736
68,615,-736
70,615,-736
68,615,-736
64,615,-736
76,615,-736
61,615,-736
71,615,-736
8,615,-736
-10,615,-736
6,615,-736
-4,615,-736
-8,615,-736
7,615,-736
14,615,-736
-12,615,-736
-24,615,-736
9,615,-736
-2,615,-736
21,615,-736
22,615,-736
25,615,-736
3,615,-736
18,615,-736
11,615,-736
19,615,-736
-24,615,-736
12,615,-736
12,615,-736
8,615,-736
17,615,-736
-2,615,-736
1,615,-736
-26,615,-736
-39,615,-736
-96,615,-736
-88,615,-736
-105,615,-736
-62,615,-736
-21,615,-736
-31,615,-736
28,615,-736
21,615,-736
60,615,-736
32,615,-736
-97,615,-736
-193,615,-736
-262,615,-736
-150,615,-736
-100,615,-736
-5,615,-736
-24,615,-736
23,615,-736
96,615,-736
177,615,-736
244,615,-736
135,615,-736
-121,615,-736
-175,615,-736
-228,615,-736
-106,615,-736
-32,615,-736
-14,615,-736
17,615,-736
118,615,-736
106,615,-736
123,615,-736
91,615,-736
150,615,-736
63,615,-736
56,615,-736
-54,615,-736
21,615,-736
34,615,-736
66,615,-736
44,615,-736
-36,615,-736
-50,615,-736
21,615,-736
-35,615,-736
129,615,-736
30,615,-736
78,615,-736
123,615,-736
50,615,-736
40,615,-736
1,615,-736
-56,615,-736
-73,615,-736
-49,615,-736
-57,615,-736
-48,615,-736
-45,615,-736
-47,615,-736
25,615,-736
42,615,-736
-4,615,-736
-7,615,-736
-45,615,-736
-2,615,-736
-40,615,-736
-38,615,-736
-66,615,-736
-58,615,-736
-49,615,-736
-11,615,-736
58,615,-736
-35,615,-736
4,615,-736
73,615,-736
88,615,-736
-5,615,-736
-19,615,-736
-27,615,-736
-4,615,-736
-52,615,-736
-19,615,-736
-90,615,-736
-103,615,-736
-68,615,-736
-102,615,-736
-67,615,-736
-49,615,-736
-69,615,-736
-52,615,-736
-51,615,-736
-64,615,-736
-66,615,-736
-136,615,-736
-77,615,-736
-47,615,-736
-44,615,-736
-113,615,-736
-69,615,-736
-82,615,-736
-65,615,-736
-130,615,-736
-117,615,-736
-78,615,-736
-59,615,-736
-147,615,-736
-159,615,-736
-100,615,-736
-102,615,-736
-87,615,-736
-52,615,-736
-165,615,-736
-119,615,-736
-86,615,-736
-86,615,-736
-114,615,-736
-80,615,-736
-67,615,-736
-37,615,-736
-35,615,-736
-82,615,-736
-137,615,-736
-111,615,-736
-47,615,-736
2,615,-736
-36,615,-736
-74,615,-736
-27,615,-736
20,615,-736
-37,615,-736
-59,615,-736
-30,615,-736
-86,615,-736
-8,615,-736
-4,615,-736
-11,615,-736
-49,615,-736
-78,615,-736
-69,615,-736
-106,615,-736
-109,615,-736
-159,615,-736
-142,615,-736
-79,615,-736
-138,615,-736
